Action indicator,Part Number,VN,Part Description,Part Description 2,Retail Price,VPN,Weight,UPC,Length,Width,Height,Price Change,Customer Price,Avaialbility Flag,,CPU Code,Media Type,Category,New Item,Rebate
A,9Z8979      ,M148,1YR ONECARE SELECT RNWL SAME   ,BUS DAY ONSITE ZT610 COMP          ,995,Z1R4-ZT61-1C0       ,0,             ,0,0,0, ,676.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8980      ,M148,2YR ONECARE SELECT RNWL SAME   ,BUS DAY ONSITE ZT610 NON-COMP      ,1315,Z1R4-ZT61-200       ,0,             ,0,0,0, ,894.2,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8981      ,M148,2YR ONECARE SELECT RNWL SAME   ,BUS DAY ONSITE ZT610 COMP          ,1835,Z1R4-ZT61-2C0       ,0,             ,0,0,0, ,1247.8,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8982      ,M148,3YR ONECARE ESSENTIAL RNWL     ,QLN220 QLN320 QLN420 COMP          ,345,Z1RE-QNX0-3C0       ,0,             ,0,0,0, ,234.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8983      ,M148,1YR ONECARE ESSENTIAL RNWL     ,ZC10L NON-COMP                     ,495,Z1RE-ZC10-100       ,0,             ,0,0,0, ,336.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8984      ,M148,2YR ONECARE ESSENTIAL RNWL     ,ZC10L NON-COMP                     ,995,Z1RE-ZC10-200       ,0,             ,0,0,0, ,676.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8985      ,M148,1YR ONECARE ESSENTIAL RNWL     ,ZT510 NON-COMP                     ,150,Z1RE-ZT51-100       ,0,             ,0,0,0, ,102,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8986      ,M148,1YR ONECARE ESSENTIAL RNWL     ,ZT510 COMP                         ,250,Z1RE-ZT51-1C0       ,0,             ,0,0,0, ,170,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8987      ,M148,2YR ONECARE ESSENTIAL RNWL     ,ZT510 NON-COMP                     ,270,Z1RE-ZT51-200       ,0,             ,0,0,0, ,183.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8988      ,M148,2YR ONECARE ESSENTIAL RNWL     ,ZT510 COMP                         ,480,Z1RE-ZT51-2C0       ,0,             ,0,0,0, ,326.4,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8989      ,M148,1YR ONECARE ESSENTIAL RNWL     ,ZT610 NON-COMP                     ,240,Z1RE-ZT61-100       ,0,             ,0,0,0, ,163.2,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8990      ,M148,1YR ONECARE ESSENTIAL RNWL     ,ZT610 COMP                         ,365,Z1RE-ZT61-1C0       ,0,             ,0,0,0, ,248.2,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8991      ,M148,2YR ONECARE ESSENTIAL RNWL     ,ZT610 NON-COMP                     ,430,Z1RE-ZT61-200       ,0,             ,0,0,0, ,292.4,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8992      ,M148,2YR ONECARE ESSENTIAL RNWL     ,ZT610 COMP                         ,695,Z1RE-ZT61-2C0       ,0,             ,0,0,0, ,472.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8993      ,M148,1YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT510 NON-COMP      ,170,Z1RF-ZT51-100       ,0,             ,0,0,0, ,115.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8994      ,M148,1YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT510 COMP          ,270,Z1RF-ZT51-1C0       ,0,             ,0,0,0, ,183.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8995      ,M148,2YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT510 NON-COMP      ,320,Z1RF-ZT51-200       ,0,             ,0,0,0, ,217.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8996      ,M148,2YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT510 COMP          ,520,Z1RF-ZT51-2C0       ,0,             ,0,0,0, ,353.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8997      ,M148,1YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT610 NON-COMP      ,260,Z1RF-ZT61-100       ,0,             ,0,0,0, ,176.8,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8998      ,M148,1YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT610 COMP          ,395,Z1RF-ZT61-1C0       ,0,             ,0,0,0, ,268.6,N, ,DEPLOY,SVCS,1241, ,N
A,9Z8999      ,M148,2YR ONECARE ESSENTIAL RNWL NBD ,TAT NA MX ONLY ZT610 NON-COMP      ,470,Z1RF-ZT61-200       ,0,             ,0,0,0, ,319.6,N, ,DEPLOY,SVCS,1241, ,N
A,900185,9992,10BT RJ45 TO 10BFL MMF ST 2KM  ,CLASS A CONVERTER MODULE           ,169,CETTF1011-105       ,0.34,6.48E+11,9,5.25,2.5, ,106.87,N, ,MEDIAC,CPNT,531,Y,N
A,900199,9992,10BT RJ45 TO 10BFL MMF SC 2KM  ,CLASS A CONVERTER MODULE           ,179,CETTF1013-105       ,0.46,6.48E+11,8,5,2, ,109.86,N, ,MEDIAC,CPNT,531,Y,N
A,900777,9007,GEL WRIST REST & MOUSE PAD     ,                                   ,20.99,91741,0.7,77511917417,11.75,7,1, ,16.35,N, ,PADRST,ACCS,9910,Y,N
A,900779,9007,GEL WRIST REST                 ,                                   ,18.49,91737,0.9,77511917370,20,3.75,1, ,21.49,N, ,PADRST,ACCS,9910,Y,N
A,900895,2671,15FT USB AB CABLE TO CONNECT   ,USB SERVERSWITCH                   ,15,200.4025,0.4,7.53E+11,8.5,7.25,0.5, ,11.03,N, ,USB   ,CABL,2201,Y,N
A,901745,7099,6FT USBA TO MINI B DEVICE 4PIN ,CABLE FOR MOST DIGITAL CAMERAS     ,13.99,27331,0.15,7.57E+11,10.75,6,0.5, ,2.65,N, ,CAMCBL,CABL,9960,Y,N
A,901809,7099,3FT USBA/MINI-B 5PIN DEVICE    ,F/PHONES PDAS CAMERAS MP3          ,5.99,27329,0.1,7.57E+11,6,4.5,0.25, ,2.15,N, ,CAMCBL,CABL,9960,Y,N
A,901975,4044,BATTERY PACK FORSMART-UPS 24V  ,BLACK                              ,564,SUA24XLBP           ,67.9,7.31E+11,23.5,15,13, ,358.63,N, ,UPS-B ,BATT,101,Y,N
A,902030,U287,AIR DISTRIBUTION UNIT 115V 2U  ,2U RM                              ,1065,ACF001              ,54,7.31E+11,33.75,23.5,15.75, ,649.22,N, ,PDU   ,CPNT,101,Y,N
A,902072,U287,REPLACEMENT FILTER FOR AIR     ,DISTRIBUTION UNIT                  ,85,ACF001RF            ,2.44,7.31E+11,22,12.5,6, ,54.27,N, ,RACK-C,FAN ,103,Y,N
A,908543,4044,SMART UPS 1500VA SHIPBOARD     ,                                   ,1210,SUA1500X93          ,57.62,7.31E+11,23.25,14.5,13, ,744.21,N, ,UPS   ,PERP,101,Y,N
A,911163,7063,DUAL PS2 (2) TO USB(1) ADAPTER ,FOR WIN-TOUCH TRU-FORM & OTHERS    ,14.99,ADP-PU21            ,0.2,7.84E+11,9.5,5,0.25, ,7.2,N, ,KEYMSE,CABL,2230,Y,N
A,911247,7063,88KEY PS2 MINI TOUCHPAD        ,KEYBOARD BLACK                     ,59.99,ACK-540PB           ,1.95,7.84E+11,14.75,10,1.5, ,44.96,N, ,KEYB  ,ACCS,3350,Y,N
A,911332,7063,88KEY USB MINI TOUCHPAD        ,KEYBOARD BLACK                     ,59.99,ACK-540UB           ,1.9,7.84E+11,15,10,1.5, ,45.56,N, ,KEYB  ,ACCS,3350,Y,N
A,911456,7063,1U INDUSTRIAL RACKMOUNT PS2    ,KEYBOARD BLACK W/ TOUCHPAD         ,69.99,ACK-730PB           ,3.15,7.84E+11,14.75,11.6,1.75, ,52.99,N, ,KEYB  ,ACCS,3350,Y,N
A,911662,7063,USB 1U RM INDUSTRIAL TOUCHPAD  ,KEYBOARD BLACK                     ,69.99,ACK-730UB           ,3.1,7.84E+11,16.75,12,2, ,53.7,N, ,KEYB  ,ACCS,3350,Y,N
A,912296,7905,ML420 9PIN NARR 570CPS PAR USB ,120V EPS FX IBM PPR DOS WIN- BLACK ,471,91909701,17.1,51851440347,21.25,20.75,9.25, ,358.34,N, ,DOT   ,PRNT,701,Y,N
A,912318,7905,ML320 TURBO 9PIN NARR 390CPS   ,SER 120V EPSON FX IBM PPR OKI ML   ,520,91907101,17.05,51851440538,21.3,20.8,9.5, ,396.47,N, ,DOT   ,PRNT,701,Y,N
A,913085,4990,RS232 RS422/RS485 REVERSIBLE   ,CONVERTER W/MULTIDROP SURGE CONVERT,109.95,IC485AI             ,0.94,6.73E+11,9.5,6.5,2.5, ,74.85,N, ,MEDIAC,CPNT,531,Y,N
A,913160,4990,8PORT VIDEO SWITCH 8PC X 1MNTR ,W/ BOOSTER/ IRDA REMOTE/RECEIVER   ,165,VS881               ,2,6.73E+11,10.75,9,4, ,127.33,N, ,A/V-SW,PERP,3330,Y,N
A,919178,9992,REDUNDANT -48 VOLT DC POWER    ,SUPPLY FOR CPSMC1310-100           ,530,CPSMP-130           ,1,6.48E+11,11.5,6,5.5, ,335.16,N, ,MEDIAC,CPNT,531, ,N
A,949524,7841,43610 D1 BLACK PRINT / CLEAR TA,PE 1/4IN X 23FT                    ,19.67,43610,0.06,71701436108,3.5,2.5,0.5, ,11,N, ,LABELS,LABL,1022,Y,N
A,949834,7841,45803 D1 BLACK PRINT / WHITE TA,PE 3/4IN X 23FT                    ,28.79,45803,0.1,71701458032,3.5,2.5,0.75, ,15.38,N, ,LABELS,LABL,1022,Y,N
A,950228,7841,53710 D1 BLACK PRINT / CLEAR TA,PE 1IN X 23FT                      ,28.55,53710,0.1,71701537102,3.5,2.5,1.25, ,15.75,N, ,LABELS,LABL,1022,Y,N
A,950801,1518,3.5MM STEREO COUPLER F/F       ,VALUE                              ,6.99,3170,0.01,7.57E+11,1.5,0.25,0.25, ,2.59,N, ,AUDCBL,CABL,2220,Y,N
A,952019,288U,2000HRS 160W REPLACEMENT LAMP  ,FOR PT-LC56U/LC76U/LC80U           ,379,ETLAC80             ,0.95,7.92E+11,7.1,5.9,5.6, ,346.81,N, ,PJ-LMP,LAMP,9955,Y,N
A,952251,7099,7FT HIGH SPEED INTERNET MODEM  ,CBL 6P4C                           ,17.99,28721,0.18,7.57E+11,9,5.6,0.5, ,4.47,N, ,MODEM ,CABL,2230,Y,N
A,953106,7841,1/2IN X 13FT.LETRATAG WHITE    ,PAPER TAPE                         ,8.95,10697,0.05,71701106971,6.1,4,1.75, ,5,N, ,LABELS,LABL,1022,Y,N
A,953134,4671,19IN SERIAL ATA SIGNAL CABLE   ,W/ LATCHES 7PIN/7PIN SATA 6.0 GBPS ,5.25,P940-19I            ,0.05,37332118134,8,6,1, ,1.78,N, ,INTCBL,CABL,2270,Y,N
A,953411,4671,39IN SERIAL ATA SIGNAL CABLE   ,W/ LATCHES 7PIN/7PIN SATA 6.0 GBPS ,5.52,P940-39I            ,0.08,37332118141,4,4,0.25, ,1.88,N, ,INTCBL,CABL,2270,Y,N
A,954325,4671,6IN SERIAL ATA POWER CABLE     ,SATA 4PIN MOLEX TO 15PIN           ,5.24,P944-06I            ,0.1,37332117779,7,2.5,0.25, ,1.81,N, ,DRVPWR,CABL,2270,Y,N
A,954555,9007,BLUE GEL CRYSTAL WRIST REST    ,TRANSPARENT                        ,16.49,91137,0.75,77511911378,20,3,1, ,18.62,N, ,PADRST,ACCS,9910,Y,N
A,954597,9007,PURPLE GEL CRYSTAL WRIST REST  ,TRANSPARENT                        ,16.49,91437,0.75,77511914379,20,3.25,0.75, ,16.95,N, ,PADRST,ACCS,9910,Y,N
A,954614,9007,GEL CRYSTAL MOUSE PAD WRIST    ,REST TRANSPARENT BLUE              ,16.49,91141,0.8,77511911415,12,7,1, ,18.62,N, ,PADRST,ACCS,9910,Y,N
A,954628,9007,PURPLE GEL CRYSTAL MOUSE       ,PAD/WRIST REST TRANSPARENT         ,16.49,91441,0.8,77511914416,10.75,9,0.75, ,18.62,N, ,PADRST,ACCS,9910,Y,N
A,957057,2671,6FT MOLDED CABLE RJ45-DB9M CONN,DCE DEVICE-ETS4P ETS8P ETS16PR     ,7.95,500-101             ,0.22,7.83E+11,8.5,7,1, ,5.52,N, ,DEVSVR,CABL,571,Y,N
A,957058,2671,6FT MOLDED CABLE RJ45-DB25M    ,CONN DCE DEVICE-ETS4P ETS8P ETS16P ,7.95,500-102             ,0.25,7.83E+11,6.5,5,0.5, ,5.53,N, ,DEVSVR,CABL,571,Y,N
A,957059,2671,6FT MOLDED CABLE RJ45-DB9F CONN,DTE DEVICE-ETS4P ETS8P ETS16P      ,8,500-103             ,0.22,7.83E+11,7.5,6.5,0.75, ,5.52,N, ,DEVSVR,CABL,571,Y,N
A,957311,QB69,6FT OMNIVIEW ENTERPRISE 2PORT  ,HD50M 4-DIN6M TO 2-HD15M           ,39.99,F1D9400-06          ,0.9,7.23E+11,6,6,1.25, ,25.22,N, ,KVMCBL,CABL,2230,Y,N
A,957418,2350,FLAT PANEL MNTR CUBICLE HANGER ,FOR UP TO 20LBS LDS                ,204.78,K60058              ,11.7,85896600589,21.2,8.4,5.7, ,89.01,N, ,MNTR-L,MNT ,9940,Y,N
A,957421,QB69,10FT OMNIVIEW ENTERPRISE CABLE ,2PORT HD50M 4-DIN6M TO 2-HD15M     ,49.99,F1D9400-10          ,1.2,7.23E+11,11,9,1.75, ,30.09,N, ,KVMCBL,CABL,2230,Y,N
A,958334,QB69,15FT OMNIVIEW ENTERPRISE CABLE ,2PORT HD50M 4-DIN6M TO 2-HD15M ROHS,59.99,F1D9400-15          ,1.7,7.23E+11,11,9.5,2, ,39.78,N, ,KVMCBL,CABL,2230,Y,N
A,960134,QB69,25FT OMNIVIEW ENTERPRISE 2PORT ,HD50M 4-DIN6M TO 2-HD15M ROHS      ,89.99,F1D9400-25          ,2.24,7.23E+11,12.5,11,3, ,59.06,N, ,KVMCBL,CABL,2230,Y,N
A,960389,QB69,6FT OMNIVIEW ENTERPRISE 2PORT  ,HD50M 2-USBA/2-HD15M               ,39.99,F1D9401-06          ,0.85,7.23E+11,8,8,1, ,25.21,N, ,KVMCBL,CABL,2230,Y,N
A,960567,QB69,12FT OMNIVIEW ENTERPRISE 2PORT ,HD50M 2-USBA/2-HD15M ROHS          ,49.99,F1D9401-12          ,1.4,7.23E+11,7.5,6.5,1.5, ,31.18,N, ,KVMCBL,CABL,2230,Y,N
A,963858,3457,512MB PC3200 400MHZ DDR 184PIN ,DIMM UNBUFF CL3 2.6V               ,0,CT6464Z40B          ,0.05,6.50E+11,6.95,2.15,0.5, ,14.74,N, ,STDMEM,MEM ,2160,Y,N
A,969785,9007,25PK CD SLEEVES DOUBLE SIDED-  ,50 CD CAPACITY                     ,7.49,90661,0.25,77511906619,7,5.4,1.2, ,12.5,N, ,ST-STR,SLV ,9945,Y,N
A,972354,QB68,SILVER WAVE REST GEL FILLED    ,CUSHION MOUSE PAD W/ WRIST REST    ,16.99,F8E262-SLV          ,0.4,7.23E+11,11.75,8.75,1.25, ,6.18,N, ,PADRST,ACCS,9910,Y,N
A,972367,QB69,15FT ALL IN ONE USB KVM CABLE  ,FOR KVM SWITCH F1D104-USB          ,49.99,F3X1962B15          ,0.82,7.23E+11,7,7.5,1, ,31.19,N, ,KVMCBL,CABL,2230,Y,N
A,972392,QB68,CABLE MANAGEMENT PANEL 2U RACK ,5 3IN X 3IN DRINGS F/ DIST RA      ,43.99,F4D320              ,2,7.23E+11,21,6,5, ,8.22,N, ,CBLMGT,ACCS,2250,Y,N
A,972399,QB68,12FT EXT SCSI II INTERFACE     ,HD50M TO CENT50M                   ,147.99,F2N962-12           ,1.55,7.23E+11,7.75,7.25,2, ,28.97,N, ,EXTCBL,CABL,2270,Y,N
A,972490,QB68,1000FT BULK CAT6 GIGABIT GRAY  ,PLENUM PATCH CORD GENERIC BOX      ,424.99,A7L704-1000-P       ,29.35,7.23E+11,16,16,10, ,489.98,N, ,ETHERN,CABL,2240,Y,N
A,972494,QB68,10FT CAT5E RED CROSSOVER CABLE ,ROHS MOQ-12                        ,10.99,A3X126-10-RED       ,0.24,7.23E+11,4.8,4.5,0.8, ,3.76,N, ,ETHERN,CABL,2240,Y,N
A,972551,U294,25FT CAT5E GRAY UTP PATCH      ,NO BOOTS                           ,12.09,22702,0.56,7.57E+11,8,7,1, ,4.19,N, ,ETHERN,CABL,2240,Y,N
A,972552,7099,AT SERIAL ADAPTER BLOCK DB9M TO,DB25M                              ,15.99,2450,0.1,7.57E+11,2.3,2,0.5, ,3.53,N, ,SERIAL,CABL,2201,Y,N
A,972570,QB69,2PORT 1-LOCAL PS2 VGA OMNIVIEW ,REVERSE KVM SWITCH W/ 3FT CABLE    ,89.99,F1D201              ,2.15,7.23E+11,9,9,3.5, ,59.03,N, ,KVM-SW,PERP,3330,Y,N
A,975661,7125,6PK GEN PURPOSE RIBBONS 20MIL  ,CHAR FOR 6400 6408 (NOT  I  MODELS),145.38,1040990,2.35,7.35E+11,9.25,8,4.5, ,90.12,N, ,D-SUPL,RIBB,1010,Y,N
A,986034,3865,CD & DVD TRIMPAK CASES 200PK   ,CLEAR FLEXIBLE PLASTIC BULK 93975  ,80,93975,12.5,23942939757,10.5,10.5,9.25, ,44.89,N, ,ST-JWL,CASE,9945,Y,N
A,986048,3865,HP C4129X TONER CARTRIDGE 93872,HY LASERJET 5000 5100 10 000 PAGES ,100,93872,5.62,23942938729,17.5,15.75,7.75, ,54.45,N, ,L-SUPL,SUPL,1010,Y,N
A,986049,3865,HP C4182X TONER CARTRIDGE 93874,HY LASERJET 8100 8150 20 000 PAGES ,90,93874,8,23942938743,18.25,7.5,12, ,49.49,N, ,L-SUPL,SUPL,1010,Y,N
A,999223,9992,FIBER CONVERTER 1300NM SMF TO  ,MMF FASTENET/ATM/FDDI              ,925,F-SM-MM-02-NA       ,1.35,6.48E+11,12,10.75,6.5, ,584.87,N, ,MEDIAC,CPNT,531,Y,N
